title,address,post_time,work_experience,education,salary,company,workTag,welfare,work_content
资深Java工程师,"武汉 - 洪山区- 融创智谷-2号门B1栋1106室
",2024/11/21,不限 ,大专,8k-15k,"

湖北名鑫技术有限公司

","

软件服务｜咨询,数据服务｜咨询 / 不需要融资 / 50-150人

","五险一金,绩效奖金,定期体检","工作内容： 
我们正在寻找一位富有经验的Java开发工程师，负责开发和维护公司网站的应用程序。主要职责包括： 
- 负责开发和维护公司网站的Java应用程序，包括前后端开发； 
- 与团队成员合作，完成项目需求，并确保项目按时完成； 
- 进行代码审查，并解决代码相关的问题； 
- 参与项目设计，并给出有价值的建议。 
职位要求： 
- 熟悉Web应用程序开发； 
- 熟悉Spring框架，MyBatis，Hibernate等 ORM框架； 
- 熟悉数据库，如MySQL，Oracle等； 
- 熟悉Linux系统，并能够编写Shell脚本； 
- 熟悉敏捷开发模式，具备团队协作经验。"
Java开发工程师——武汉,"武汉 - 洪山区- 雄楚大道21号校友创新中心202
",2022/10/20,在校,应届,5k-9k,"

兆信股份

","

移动互联网 / 上市公司 / 150-500人

",大牛指路，有转正机会,"工作职责： 
 
1、分析当前系统需求、完成子系统和模块设计; 
 
2、快速定位和解决线上问题； 
 
3、优化软件系统性能、提高系统稳定性和安全性； 
 
岗位要求： 
 
1. 统招本科及以上学历，计算机相关专业优先 
 
2. 能熟练掌握至少一门软件开发语言，熟悉算法、数据结构等基础知识，理解面向对象的分析和设计 
 
3. 参加过软件开发项目或计算机相关竞赛奖项者优先 
 
4. 有在高科技、互联网公司实习经验者优先 
 
5. 关注细节，工作严谨，口头和书面表达沟通能力强 
 
6. 聪明好学，积极主动，具备良好的学习能力和独立解决问题的能力 
 
7. 做事认真踏实，具有高度的工作意识和良好的团队精神"
初级Java工程师（未来科技城）,"武汉 - 江夏区- 豹澥街道未来科技城E1
",2023/6/8,不限 ,本科,7k-14k,"

中软国际科技服务有限公司

","

IT技术服务｜咨询 / 上市公司 / 2000人以上

",周末双休，五险一金,"1、有JAVA开发经验； 
2、对JAVA语言有深入的理解，如面向对象基础，熟悉常用的设计模式； 
3、熟练使用SpringMVC,myBatis,jQuery主流框架进行开发； 
4、熟练使用maven对项目进行构建、打包、发布； 
5、熟悉SQL语言，当前的主流数据库都了解，熟练使用Oracle等； 
持有工业和信息化部人才交流中心颁发的可信软件开发工程师证书的候选人同等条件下将优先录用"
java前端开发工程师,"武汉 - 洪山区- 野芷湖西路创意天地07办公楼603
",2024/6/16,不限 ,本科,6k-8k,"

星际互动

","

企业服务,软件开发 / 未融资 / 50-150人

",六险、年终奖、周末双休、定期团建,"岗位职责： 
1、按照详细的设计，完成基础性的代码设计、代码编写； 
2、对自行编制完成的基础性代码进行调试及测试； 
3、修复测试发现代码缺陷，确保质量； 
4、按照详细设计流程、计划，定时完成工作； 
5、辅助进行文档资料整理、收集资料； 
6、协助高级程序员进行工作，协助算法研究员进行算法测试； 
7、主动提交工作报告及进度报告供组织掌握项目情况； 
8、公司安排的其他事宜等。 
职位要求： 
1、本科以上学历，IT软件、计算机、互联网等相关专业； 
2、熟悉JavaScript、Ajax、JQuery等前端开发脚本技能，了解并能熟练应用VUE，LayUI,RuoYI等框架 对交互设计有较深的理解和大量的实践； 
3、精通HTML/XHTML、CSS，能够快速手写CSS代码，熟悉页面架构和布局。 
4、熟悉Web网站以及Web应用的可用性及用户分析方法，深入理解产品流程、用户体验和用户需求，对提升用户体验有一定经验及造诣。 
5、熟练使用前端代码管理及打包工具，具备良好的文档编写能力"
java软件开发实习生,"武汉 - 东湖新技术开发区 - 无- 金融港A6
",2023/8/18,在校,应届,6k-7k,"

域尚

","

电商 / B轮 / 150-500人

",每年都有升职加薪的机会,"任职要求

1、*****本科学历，计算机相关专业优先考虑

2、JAVA基础扎实，熟悉io、多线程、集合等基础框架，了解分布式、缓存、消息、搜索等机制

3、半年以上Java领域的设计与开发经验，熟悉至少一种Spring.ibatis等主流开发框架4、Java语言开发工作经验，有良好的编码风格

5、了解常用设计模式，有大型分布式、高并发系统设计开发经验5、有GIS相关开发经验优先

6、热爱技术，参与技术开源社区者优先考虑。

备注1、公司2007年成立，201?2年新三板上市，在同行业处于领先水平2、工作时间：周末双休，5天8小时制，国家法定节假日3、高农生物园总部上班上下班有免费班车接送4、六险一盒，补充商业保险，团建旅游，快快加入我们吧!"
Java开发实习生（24届-武汉）,"武汉 - 武昌区 - 中北路- 公正路216号平安国际金融大厦
",2023/4/20,在校,应届,4k-6k,"

华资软件

","

软件服务｜咨询,IT技术服务｜咨询 / 不需要融资 / 500-2000人

",六险一金，福利好，大平台，大项目,"工作职责: 
1、承担功能的代码实现，能够按照设计文档的要求准确编写各项功能的完整代码，并完成单元测试； 
2、按照项目开发进度与任务分配，开发相应的软件模块； 
3、协助参与团队需求评审，软件类项目开发工作； 
4、负责完成导师交办的其他开发工作。 
 
任职资格: 
1、2024届本科或以上学历，计算机等相关专业，了解软件开发流程； 
2、JAVA基础扎实：熟悉Springmvc、Spring、mybatis框架，了解Springboot框架； 
了解Javascript/Jquery、HTML/CSS等前端开发技能；熟练掌握数据库开发知识，熟悉SQL语法； 
3、具有良好的编程习惯，能够按照规范要求编写项目代码；具备一定的文档编写能力，能够按照要求编写项目文档； 
4、工作认真、细致，具有高度的责任心和团队精神，能够配合团队及时、保质地完成项目任务； 
5、沟通条理性强，积极主动反馈问题，虚心接受指导，同步具备独立解决问题的能力。 
6、实践期间提供导师帮带，每周可到岗实践三天及以上； 
 
在这里你可以获得： 
1、带你一起享受代码乐趣的导师 
2、成熟规范的培养体系内容 
3、一起开心的融洽队友 
4、另对实践期间表现优秀者或实践周期长达5个月及以上者，优先提供华资转正机会。"
研发JAVA,"武汉 - 江夏区 - 流芳- 光谷金融港B15
",2023/6/14,不限 ,本科,9k-16k,"

中科软

","

IT技术服务｜咨询 / 上市公司 / 2000人以上

",上市公司，五险一金，带薪年假,"1） 熟悉Spring Boot, Sprint Cloud框架中的核心组件，熟悉微服务架构体系； 
2） 熟悉Sql Server, Oracle, MySQL等关系型数据库以及MyBatis, JPA等ORM框架及其使用； 
3） 熟悉MongoDB, Redis， ElasticSearch等技术； 
4） 熟悉kafka,AciveMQ,RabbitMQ等消息中间件，以及实际项目经验； 
5） 扎实的JavaScript基础，熟悉jQuery, VUE, React中的一种或多种前端框架； 
6） 熟悉svn,git源码版本管理工具，数量掌握maven技术，具备良好的编码风格； 
7） 熟悉Linux操作系统，能独立执行Java微服务部署，能进行简单的系统配置和调优； 
8） 具备一定的软件架构设计能力，熟悉设计模式，熟悉软件工程；"
初级java开发工程师,"武汉 - 东湖新技术开发区- 光谷软件园
",2023/7/23,在校,应届,10k-15k,"

张湾区创想电脑中心

","

数据服务｜咨询,营销服务｜咨询 / 未融资 / 150-500人

",有下午茶、团建,"岗位职责： 
 
1、负责功能模块的开发，并按照项目设计要求编码； 
 
2、文档编写和单元测试，确保项目的进度和质量； 
 
3、负责应用环境的搭建, 部署和运行环境的监控工作。 
 
任职要求： 
 
1、本科及以上学历，计算机、信息管理、网络工程等相关专业； 
 
2、熟练掌握java语言，精通J2EE，拥有良好的代码习惯，结构清晰，命名规范，有较强的逻辑思维能力； 
 
3、熟悉HTML、JSP、JavaScript、JQuery、AJAX、JSON、XML、FreeMarker等WEB应用开发技术； 
 
4、熟练掌握Struts、Spring、Hibernate、ibatis等主流开发框架，熟悉 
 
其中的原理，熟悉 svn、git、maven等； 
 
5、熟练掌握SQL语句，熟练使用数据库（Oracle、MySQL）； 
 
6、熟悉Linux，Nginx，熟练配置维护Tomcat, Jetty等应用服务器； 
 
7、自我管理能力强，有良好的时间意识,有较好的沟通协调能力，.具备独立动手解决问题的能力； 
 
8、211以上学历放宽要求可培养"
软件开发工程师 java c c++ python js,"武汉 - 武昌区 - 徐东- 山河大厦
",2024/11/5,不限 ,本科,10k-18k,"

驰光铭图科技

","

软件服务｜咨询,IT技术服务｜咨询 / 不需要融资 / 50-150人

",行业领先，完善的培训和员工成长体系,"【岗位职责】 
1. 分析用户需求和用户反馈信息，形成具体技术方案。 
2. 重点负责基于矢量图操作、计算，以及图形处理的算法与实现，软件算法的重构，并达到要求的质量标准。 
3. 负责相关的软件测试，以及后期技术支持和产品维护等。 
 
【任职要求】 
1. 计算机专业或信息技术相关专业优先，本科以上学历。 
2. 能够熟练使用ChatGPT。 
3. 拥有2年以上软件开发工作经验，具有软件架构设计和电子类EDA软件开发经验者优先。 
3. 熟练掌握C/C++和Python编程语言，具有较强的应用软件和AI软件的学习和使用能力，有算法研究经验者优先。 
4. 具有矢量图操作、编辑和运算的程序开发经验者优先。 
5. 踏实肯干，诚实守信，责任心强，具有良好的团队合作精神，以及较强的开拓进取精神。 
 
【公司福利】： 
五险一金，年终奖励、项目奖金等； 
周末双休，依法享受法定节假日、带薪年假等； 
完善的培训和员工成长体系，助力员工快速成长； 
各类节日福利，零食下午茶，加班补贴，交通补贴，丰富的团建活动等。"
PHP开发工程师,"武汉 - 江汉区- 武汉市江汉区泛海国际中心
",2天前发布,5-10年 ,本科,6k-12k,"

纵横保安

","

软件服务｜咨询,数据服务｜咨询 / 不需要融资 / 2000人以上

",弹性工作,"岗位要求：
1.负责Java项目的整体管理，包括开发周期的评估与进度控制，确保项目按时交付；根据硬件环境，搭建并配置合适的Java开发环境及框架版本，确保项目基础架构的稳定性和高效性；
2. 负责PHP项目的模块管理、模块开发及接口开发周期的规划与执行；
3. 参与需求可行性分析，明确Java和PHP项目的架构需求，确保开发方向与业务需求一致；
4. 根据产品UI设计，与前后端开发人员协作，确定接口设计及页面渲染方案，确保用户体验与功能实现的协调；
5.持续维护，提升和优化代码质量及服务性能；
6.完成相关的技术文档编写；
7. 能服从调度安排，可接受出差，完成指派任务。

专业知识及技能要求：
1.PHP/Java等相关专业本科以上学历；
2.5年以上Java及PHa开发经验,从事过暖通行业优先；
3. 具备良好的组织协调、沟通表达能力和较强的团队协作能力；
4. 工作态度认真、责任心强、肯吃苦；
5. 有一定的抗压能力和上进心。"
PHP,"武汉 - 江汉区- 红T时尚创意街区5栋3层博看网
",2025/3/19,3-5年 ,本科,11k-15k,"

博看网

","

","年终奖,法定节假,带薪年假","【岗位职责】
1、负责公司产品的后端开发与维护，基于ThinkPHP框架进行功能模块设计与实现；
2、参与系统性能优化. 数据处理与分析. 接口开发与调试；
3、协助制定技术方案，完成代码评审及项目文档编写；
4、与前端工程师. 产品经理协作，确保产品高质量交付；

【任职要求】
1、本科及以上学历，计算机相关专业，3年以上PHP开发经验；
2、精通ThinkPHP框架，熟悉其核心机制及扩展开发；
3、具备Python编程能力，能独立完成脚本开发或工具实现；
4、熟悉MySQL等数据库设计与优化，掌握Redis/Memcached等缓存技术；
5、了解Git版本控制. Linux环境部署及常见Web服务器配置；
6、逻辑清晰，具备问题分析与解决能力，有团队协作意识；

【薪资福利】02
1、具有竞争力的薪资——高于行业平均水平的薪酬，一年两次调薪机会，努力就会有回报。
2、丰富完善的福利——五险一金+超长带薪年假+年终奖+各种团队建设活动+户外拓展培训+国内外旅游奖励+年会+各类亲子活动
3、工作时间——周一至周五：8:30——18:00，午休两小时，周日：14:00—18:00。法定节假日按国家标准休假，更有8—15天超长带薪年假和各类法定带薪假期。02
4、职业发展规划——无空降高管，全部由内部晋升提拔！提供科学的考核体系，健全的晋升机制以及广阔的发展空间。02
5、完善的员工培训——提供专业培训，涵盖专业知识、产品知识、沟通技巧、管理技巧、企业文化等，全方位提升个人综合能力。
6、办公环境——5A级办公写字楼，环境优美，设施设备齐全。
7、团队文化——我们相信团队力量，相信时间的复利，相信趋势的势不可挡！02

公司地址：湖北省武汉市江汉区江旺路8号红T时尚创意街区5栋3层——博看网。
（可地图导航“博看网”到公司附近）"""
PHP全栈网站工程师 (武汉),"武汉 - 洪山区- 武汉市洪山区东湖高新光谷三路光谷生物城C4栋3101
",2025/3/18,1-3年 ,本科,8k-10k,"

英国Biorbyt中国办事处

","

医疗｜保健｜美容 / 不需要融资 / 15-50人

","五险一金,员工旅游,专业培训","工作内容 
80负责公司网站 PC 端和移动端平台的开发、升级和优化。 
80深入了解公司业务，从技术角度为网站和 IT 系统建设提供建议。 
80负责日常网站维护，建立合理的工作流程，确保高效的部门合作与沟通。 
80Web开发框架：使用如React、Angular或Vue.js等工具来简化开发流程。 
80Web性能优化：确保网站快速高效地加载。 
80测试与调试：识别并修复代码中的错误。 
80安全概念：了解并实施安全措施，保护网站和用户。 
80DevOps与部署：掌握自动化部署和管理Web应用的相关技能。 
职位要求 
80至少 2 年 PHP 开发经验，至少参与过 2 个可在线访问的核心项目开发。 
80熟悉 Laravel 框架，理解面向对象思想和常规设计模式。 
80熟悉 HTML、CSS、JavaScript，熟悉至少一种前端框架。 
80熟悉Python 
80熟悉 PostgreSQL02和Django或者，能负责日常数据库维护和管理。 
80具备良好的代码习惯，结构清晰、命名规范、逻辑性强，并经常写作详细的编码注释。 
80拥有坚实的技术基础和快速自学能力，能独立分析和解决技术难题。 
80有良好的英文沟通能力，和我们海外母公司进行沟通。 
80能够积极主动发现问题和解决问题。有清晰的阐述和理解公司的需求，并能用非专业的语言和公司非IT部门进行沟通。 
加分项 
80熟悉 Laravel 源码，或有实现过 Laravel package。 
80熟悉常规的缓存技术、单元测试、安全防护等关联技术。 
80熟悉Node.js, Vue.js，了解 Redis、Beanstalkd 中的任意一种技术 
80熟悉Elasticsearch， 了解SolR。 
80熟悉开源工作流归式、CRM/Magento/物流系统开发和实施经验。 
80熟悉高应用场景下 MySQL or SQL性能优化和横向扩容技术。 
80英语辅助读写能力，有阅读英文技术博客的习惯。 
80具备极强的抽象和架构设计能力，能为前期开发提供有效的设计方案。"
php开发工程师,"武汉 - 江夏区- 武汉市洪山区软件园路9号 光谷软件园F2-5层
",2024/1/31,1-3年 ,本科,8k-12k,"

微创软件

","

IT技术服务｜咨询 / 不需要融资 / 2000人以上

",大厂,"此岗位长期稳定驻场至百度国际事业部，介意外包性质和工作地点勿投，谢谢~ 
 
【工作地点】武汉市洪山区软件园路9号 光谷软件园F2-5层 
【工作时间】10:00-19:00 周末双休，弹性工作制 
 
【任职资格】 
1.熟练使用php/go语言，能独立搭建mac/linux下的运行环境，会使用php/go扩展和组件与php.ini的常见配置项； 
2.熟练使用php/go框架如laravel/workman/swoole/gin等来开发REST API接口，并梳理标准的API文档，熟练对接第三方API； 
3.熟练使用数据库如mysql，能独立安装部署运行，能独立设计规范的数据表字段，熟悉第三方平台mysql服务如RDS，会优化sql，熟悉数据备份和恢复； 
4.熟练使用linux基本命令，能独立配置定时任务，查看系统占用进程，配置nginx转发，排查服务异常原因； 
5.熟练使用git/phpstorm/vscode等主流的开发工具，能独立在mac安装配置使用； 
6.熟练使用aws平台进行域名、服务器、CDN管理的优先，熟悉电商和海外产品相关优先； 
7.熟悉linux下docker、k8s使用； 
8.有前端相关基础知识优先； 
9.态度诚恳，有责任心，有爱心，能踏实独立完成开发任务； 
10.沟通表达能力强，能主动讨论跟进和排查，解决研发过程中遇到的各类问题；"
php开发工程师,"武汉 - 洪山区- 黄家湖大学城
",2023/8/18,1-3年 ,大专,7k-9k,"

微创软件

","

IT技术服务｜咨询 / 不需要融资 / 2000人以上

",五险一金，周末双休,"岗位职责： 
1、负责道聚城业务系统管理端、服务接口、配套工具的PHP、js技术开发和问题排查。 
2、负责道聚城促销活动配置、联调及测试配合。 
 
岗位要求： 
1、精通PHP开发，有良好的OOP思想，熟悉至少一个MVC框架。有golang开发经验的优先。 
2、熟练运用javascript，具备前端调试能力，熟悉ajax等异步通信机制。有vue开发经验的优先。 
3、熟悉至少一种关系型数据库，如mysql，了解常规的sql优化。 
4、有缓存系统使用经验优先，如memcached，redis。 
5、有web安全意识，了解xss，csrf, webshell等常见web漏洞的预防措施。 
6、能承受一定工作压力，踏实细致，主动沟通，责任心强。 
7、2年以上研发岗工作经验。"
php开发工程师,"武汉 - 江夏区- 光谷大道世贸中心C坐408
",2023/3/22,3-5年 ,本科,8k-12k,"

亿昆科技

","

IT技术服务｜咨询 / 不需要融资 / 15-50人

",公司前景好，团队氛围融洽，升职加薪快,"1. 负责项目的详细设计、编码和内部测试的组织实施，对小型软件项目兼任系统分析工作，完成分配项目的开发和技术支持工作。 
2. 参与需求调研、项目可行性分析、技术可行性分析和需求分析。 
3. 熟悉并熟练掌握交付软件部开发的软件项目的相关软件技术。 
4 负责向项目负责人及时反馈软件开发中的情况，并根据实际情况提出改进建议。 
5. 参与软件开发和维护过程中重大技术问题的解决，参与软件首次安装调试、数据割接、用户培训。 
 
技能要求： 
1.精通后端PHP、Mysql、Redis、MongoDB、Linux、Nginx相关知识。 
2.熟悉前端Javascript、Css以及Ajax交互。 
3.能基本运用GIT版本控制器。 
4.了解Phalcon、Zend、Yii、Sympony、ThinkPHP等主流框架。 
5.对大数据的处理有一定了解，对代码效率优化有经验。 
 
岗位要求 
1.有一定项目经验，从事PHP开发工作3年以上。 
2.学习能力中上，需要入职后能快速进入状态，熟悉项目并参与开发工作。 
3.做事细心踏实，执行力强。 
 
五险一金、节假日礼品、团建、项目奖金、年终奖、交通补贴等。"
php后端,"武汉 - 洪山区 - 鲁巷- 洪福添美广场综合四层
",2025/2/28,3-5年 ,本科,9k-12k,"

海居租房

","

房地产｜建筑｜物业 / 未融资 / 2000人以上

","五险一金,年终奖,福利待遇，节假日福利","岗位职责 
1、负责研发公司自有业务系统的新功能； 
2、负责公司自主研发的系统优化和功能维护； 
3、参与团队开发规范的制定和迭代，并切实遵守团队规范； 
4、按照项目计划，撰写接口文档，按时提交高质量代码，完成开发任务； 
5、与研发团队紧密合作，确保技术架构与产品发展策略保持一致。 
 
任职要求 
1、3年以上PHP编程经验，拥有与工作年限相对匹配的工作能力和经验，大专(含)以上学历； 
2、熟悉Redis，RabbitMQ，ElasticSearch等系统，并具备实际的业务落地经验； 
3、熟练使用 laravel 框架，了解 swoole 框架； 
4、对处理复杂逻辑流程的业务系统有兴趣，熟悉移动互联网敏捷开发模式； 
5、有微服务架构、大数据量存储查询优化、高并发场景开发经验优先； 
6、具备优化系统的能力； 
7、具备良好的求知欲和学习能力，对新事物有较强的接受能力； 
8、具备很强的抗压能力、负责任和高效地完成产品的产出； 
9、具备基本的英文文档阅读和书写能力，CET4级及以上"
高级php开发工程师,"武汉 - 洪山区 - 鲁巷- 洪福添美广场综合4楼
",2023/12/6,3-5年 ,本科,9k-14k,"

海居租房

","

房地产｜建筑｜物业 / 未融资 / 2000人以上

",五险一金 全勤奖 年终奖 团建旅游 节日福利,"岗位职责 
1、负责研发公司自有业务系统的新功能； 
2、负责公司自主研发的系统优化和功能维护； 
3、参与团队开发规范的定制和迭代，遵守团队的编码规范； 
4、按照项目计划，撰写接口文档，按时提交高质量代码，完成开发任务； 
5、与研发团队紧密合作，确保技术架构与产品发展策略保持一致。 
任职要求 
1、3年以上PHP编程经验，拥有与工作年限相对匹配的工作能力和经验，大专(含)以上学历； 
2、熟悉Redis，RabbitMQ，ElasticSearch等，并具备实际的业务落地经验； 
3、熟练使用 laravel 框架，了解 swoole 框架； 
4、对处理复杂逻辑流程的业务系统有兴趣，熟悉移动互联网敏捷开发模式； 
5、有微服务架构、大数据量存储查询优化、高并发场景开发经验优先； 
6、具备优化系统的能力； 
7、具备良好的求知欲和学习能力，对新事物有较强的接受能力； 
8、具备很强的抗压能力、负责任和高效地完成产品的产出； 
9、具备基本的英文文档阅读和书写能力，CET4级及以上"
php开发工程师,"武汉 - 洪山区 - 光谷- 泛悦城
",2023/2/10,3-5年 ,本科,9k-13k,"

中慈网络

","

企业服务,工具,通讯电子 / 不需要融资 / 500-2000人

",双休，五险一金，稳定发展，团队氛围好,"【岗位职责】 
1、负责网站、微信业务系统及技术改造类项目的开发工作； 
2、保证业务系统安全、高效稳定运行； 
3、持续系统性能优化，提升系统处理性能； 
4、解决各类潜在系统技术风险，以及推动平台技术的革新。 
 
【任职要求】 
1、**本科及以上学历（硬性要求），3年以上PHP开发经验； 
2、精通MYSQL数据库，sql调优经验，熟悉PHP+MySQL程序设计及开发； 
3、精通yiiFramework框架开发； 
4、熟悉HTML/CSS/JS等相关技术，熟悉Linux/UNIX等操作系统，了解Shell；具有移动互联网业务开发经验； 
5、熟悉开发文档的编写，有良好的编写能力和编程风格。"
高级php开发工程师,"武汉 - 江汉区 - 常青路- 江旺路8号红T时尚创意街区5号楼3层——博看网
",2025/2/25,3-5年 ,本科,12k-18k,"

博看网

","

内容资讯 / 不需要融资 / 150-500人

",技术大牛多,"岗位职责： 
1、负责公司AI商城、AI数字化阅读、LLM大模型及自然语言交互相关服务端开发； 
2、保障系统稳定运行、性能优化、业务可扩展性设计； 
3、负责新项目需求分析、系统设计、数据库设计。 
 
任职要求： 
1、5年以上的开发经验，熟悉git使用流程及规范技巧； 
2、熟练使用Laravel，有扎实的PHP基础，掌握面向对象开发思想； 
3、熟悉LNMP体系开发，熟悉linux 、nginx、php、mysql服务器相关配置优化； 
4、熟悉MySql数据库，掌握MySql优化思想与技巧。对各种Nosql数据库有比较深入的使用； 
5、有Java 、go,python 开发经验优先考虑，有大公司，大项目工作经验优先考虑，有微服务开发工作经验优先考虑； 
6、对AI、LLM、自然语言交互、虚拟数字人视频等前沿技术有了解或相关开发经验； 
7、工作积极主动，能够积极发现问题、优化项目。善于团队合作, 有较好的沟通能力和协调能力。 
 
薪资福利： 
1、薪资：面议+五险一金 
2、作息时间：周一至周五：8:30—18:00，周日：14:00—18:00。法定节假日按国家标准休假，更有8—15天超长带薪年假和国家法定标准的产假。 
3、5A级办公写字楼，办公环境良好，设施设备齐全。 
4、具竞争优势的薪酬制度、科学的考核体系、健全的晋升机制、广阔的发展空间！ 
5、完善的员工培训：专业知识、产品知识、沟通技巧、管理技巧、企业文化、个人能力提升等。 
6、同步国家法定节假日，如元旦、春节、清明节、端午节、劳动节、中秋节、国庆，更有8-15天超长带薪年假和国家法定标准的产假。 
7、轻松的办公氛围、丰富的员工福利，如：员工生日福利、各种团队建设活动、户外拓展培训、国内外旅游奖励、购房首付款支持。 
公司开放的企业文化、活跃的工作氛围、人性化的管理将为每一位员工找到归属感！ 
公司地址：湖北省武汉市江汉区江旺路8号红T时尚创意街区5栋3层——博看网。（可地图导航“红T时尚创意街区”到公司附近） 
工作地址 
武汉 - 江汉区- 江旺路8号红T时尚创意街区5号楼3层——博看网"
